ENSMUST00000178537 ENSMUSG00000095668
ENSMUST00000154655 ENSMUSG00000001642
ENSMUST00000077962 ENSMUSG00000059852
ENSMUST00000184574 ENSMUSG00000059852
ENSMUST00000184366 ENSMUSG00000059852
ENSMUST00000178296 ENSMUSG00000096728
ENSMUST00000071135 ENSMUSG00000062591
ENSMUST00000178344 ENSMUSG00000095115
ENSMUST00000048485 ENSMUSG00000042045
ENSMUST00000055528 ENSMUSG00000054715
ENSMUST00000117189 ENSMUSG00000054715
ENSMUST00000120809 ENSMUSG00000054715
ENSMUST00000119989 ENSMUSG00000054715
ENSMUST00000026159 ENSMUSG00000025163
ENSMUST00000163465 ENSMUSG00000025163
ENSMUST00000021450 ENSMUSG00000021054
ENSMUST00000080872 ENSMUSG00000057802
ENSMUST00000108006 ENSMUSG00000078735
ENSMUST00000067230 ENSMUSG00000076431
ENSMUST00000098551 ENSMUSG00000074196
ENSMUST00000171492 ENSMUSG00000074196
ENSMUST00000028866 ENSMUSG00000027387
ENSMUST00000191837 ENSMUSG00000029108
ENSMUST00000068110 ENSMUSG00000029108
ENSMUST00000094783 ENSMUSG00000029108
ENSMUST00000192287 ENSMUSG00000029108
ENSMUST00000195156 ENSMUSG00000029108
ENSMUST00000192048 ENSMUSG00000029108
ENSMUST00000034393 ENSMUSG00000031919
ENSMUST00000023959 ENSMUSG00000023192
ENSMUST00000110105 ENSMUSG00000021012
ENSMUST00000110104 ENSMUSG00000021012
ENSMUST00000057000 ENSMUSG00000021012
ENSMUST00000021399 ENSMUSG00000021012
ENSMUST00000115258 ENSMUSG00000036699
ENSMUST00000048067 ENSMUSG00000036699
ENSMUST00000115257 ENSMUSG00000036699
ENSMUST00000115256 ENSMUSG00000036699
ENSMUST00000178923 ENSMUSG00000094035
ENSMUST00000042724 ENSMUSG00000038250
ENSMUST00000112779 ENSMUSG00000079389
ENSMUST00000171810 ENSMUSG00000079389
ENSMUST00000179649 ENSMUSG00000079389
ENSMUST00000019662 ENSMUSG00000019518
ENSMUST00000151318 ENSMUSG00000019518
ENSMUST00000157031 ENSMUSG00000019518
ENSMUST00000143241 ENSMUSG00000019518
ENSMUST00000155745 ENSMUSG00000019518
ENSMUST00000142687 ENSMUSG00000019518
ENSMUST00000134100 ENSMUSG00000019518
ENSMUST00000097709 ENSMUSG00000025950
ENSMUST00000188109 ENSMUSG00000025950
ENSMUST00000188876 ENSMUSG00000025950
ENSMUST00000149310 ENSMUSG00000025950
ENSMUST00000186222 ENSMUSG00000025950
ENSMUST00000191459 ENSMUSG00000025950
ENSMUST00000169032 ENSMUSG00000025950
ENSMUST00000176819 ENSMUSG00000062082
ENSMUST00000176321 ENSMUSG00000062082
ENSMUST00000114626 ENSMUSG00000062082
ENSMUST00000045931 ENSMUSG00000042472
ENSMUST00000079294 ENSMUSG00000064215
ENSMUST00000076788 ENSMUSG00000064215
ENSMUST00000076702 ENSMUSG00000064215
ENSMUST00000066701 ENSMUSG00000064215
ENSMUST00000122905 ENSMUSG00000064215
ENSMUST00000085065 ENSMUSG00000064215
ENSMUST00000148824 ENSMUSG00000064215
ENSMUST00000140838 ENSMUSG00000064215
ENSMUST00000153670 ENSMUSG00000064215
ENSMUST00000072976 ENSMUSG00000096000
ENSMUST00000143571 ENSMUSG00000038366
ENSMUST00000043843 ENSMUSG00000038366
ENSMUST00000107569 ENSMUSG00000038366
ENSMUST00000129558 ENSMUSG00000038366
ENSMUST00000152962 ENSMUSG00000038366
ENSMUST00000146572 ENSMUSG00000038366
ENSMUST00000136723 ENSMUSG00000038366
ENSMUST00000134428 ENSMUSG00000038366
ENSMUST00000129828 ENSMUSG00000038366
ENSMUST00000127033 ENSMUSG00000038366
ENSMUST00000148280 ENSMUSG00000038366
ENSMUST00000138919 ENSMUSG00000038366
ENSMUST00000153520 ENSMUSG00000038366
ENSMUST00000155762 ENSMUSG00000038366
ENSMUST00000127575 ENSMUSG00000038366
ENSMUST00000107568 ENSMUSG00000038366
ENSMUST00000112498 ENSMUSG00000024074
ENSMUST00000048444 ENSMUSG00000074155
ENSMUST00000058750 ENSMUSG00000044824
ENSMUST00000159565 ENSMUSG00000056617
ENSMUST00000160795 ENSMUSG00000056617
ENSMUST00000172280 ENSMUSG00000056617
ENSMUST00000174539 ENSMUSG00000040856
ENSMUST00000056110 ENSMUSG00000040856
ENSMUST00000109844 ENSMUSG00000040856
ENSMUST00000109842 ENSMUSG00000040856
ENSMUST00000109843 ENSMUSG00000040856
ENSMUST00000109846 ENSMUSG00000040856
ENSMUST00000173539 ENSMUSG00000040856
ENSMUST00000109841 ENSMUSG00000040856
ENSMUST00000124293 ENSMUSG00000040856
ENSMUST00000173812 ENSMUSG00000040856
ENSMUST00000031355 ENSMUSG00000029407
ENSMUST00000185985 ENSMUSG00000001248
ENSMUST00000188032 ENSMUSG00000001248
ENSMUST00000186634 ENSMUSG00000001248
ENSMUST00000001280 ENSMUSG00000001248
ENSMUST00000185589 ENSMUSG00000001248
ENSMUST00000185514 ENSMUSG00000001248
ENSMUST00000187679 ENSMUSG00000001248
ENSMUST00000186723 ENSMUSG00000001248
ENSMUST00000085636 ENSMUSG00000001248
ENSMUST00000069538 ENSMUSG00000056004
ENSMUST00000115348 ENSMUSG00000056004
ENSMUST00000152095 ENSMUSG00000056004
ENSMUST00000131626 ENSMUSG00000056004
ENSMUST00000155764 ENSMUSG00000056004
ENSMUST00000134991 ENSMUSG00000056004
ENSMUST00000154662 ENSMUSG00000056004
ENSMUST00000142202 ENSMUSG00000056004
ENSMUST00000176781 ENSMUSG00000062478
ENSMUST00000105781 ENSMUSG00000062478
ENSMUST00000153282 ENSMUSG00000062478
ENSMUST00000136064 ENSMUSG00000062478
ENSMUST00000037059 ENSMUSG00000062478
ENSMUST00000093914 ENSMUSG00000070332
ENSMUST00000179322 ENSMUSG00000093938
ENSMUST00000098200 ENSMUSG00000073949
ENSMUST00000033505 ENSMUSG00000031165
ENSMUST00000146029 ENSMUSG00000031165
ENSMUST00000052975 ENSMUSG00000045381
ENSMUST00000001253 ENSMUSG00000020651
ENSMUST00000046497 ENSMUSG00000040658
ENSMUST00000112606 ENSMUSG00000036815
ENSMUST00000112603 ENSMUSG00000036815
ENSMUST00000187202 ENSMUSG00000036815
ENSMUST00000140361 ENSMUSG00000036815
ENSMUST00000032908 ENSMUSG00000030670
ENSMUST00000138712 ENSMUSG00000030670
ENSMUST00000119712 ENSMUSG00000030670
ENSMUST00000128587 ENSMUSG00000030670
ENSMUST00000133484 ENSMUSG00000030670
ENSMUST00000147428 ENSMUSG00000030670
ENSMUST00000163216 ENSMUSG00000092166
ENSMUST00000111346 ENSMUSG00000029420
ENSMUST00000042954 ENSMUSG00000045102
ENSMUST00000040280 ENSMUSG00000046329
ENSMUST00000163442 ENSMUSG00000046329
ENSMUST00000170015 ENSMUSG00000046329
ENSMUST00000171528 ENSMUSG00000046329
ENSMUST00000171128 ENSMUSG00000046329
ENSMUST00000165187 ENSMUSG00000046329
ENSMUST00000002914 ENSMUSG00000002835
ENSMUST00000115513 ENSMUSG00000040363
ENSMUST00000115512 ENSMUSG00000040363
ENSMUST00000065143 ENSMUSG00000040363
ENSMUST00000124033 ENSMUSG00000040363
ENSMUST00000043441 ENSMUSG00000040363
ENSMUST00000145872 ENSMUSG00000040363
ENSMUST00000123004 ENSMUSG00000040363
ENSMUST00000052838 ENSMUSG00000024294
ENSMUST00000131073 ENSMUSG00000024294
ENSMUST00000124288 ENSMUSG00000024294
ENSMUST00000150000 ENSMUSG00000024294
ENSMUST00000165555 ENSMUSG00000024294
ENSMUST00000000572 ENSMUSG00000000560
ENSMUST00000101208 ENSMUSG00000072941
ENSMUST00000034487 ENSMUSG00000018620
ENSMUST00000031434 ENSMUSG00000029474
ENSMUST00000027684 ENSMUSG00000026426
ENSMUST00000125774 ENSMUSG00000026426
ENSMUST00000123344 ENSMUSG00000026426
ENSMUST00000141177 ENSMUSG00000026426
ENSMUST00000068664 ENSMUSG00000032340
ENSMUST00000029673 ENSMUSG00000028039
ENSMUST00000139439 ENSMUSG00000028039
ENSMUST00000177945 ENSMUSG00000096744
ENSMUST00000058997 ENSMUSG00000044646
ENSMUST00000167921 ENSMUSG00000044646
ENSMUST00000099841 ENSMUSG00000075143
ENSMUST00000098663 ENSMUSG00000074261
ENSMUST00000099840 ENSMUSG00000075142
ENSMUST00000025571 ENSMUSG00000024669
ENSMUST00000108214 ENSMUSG00000040387
ENSMUST00000108218 ENSMUSG00000040387
ENSMUST00000150920 ENSMUSG00000040387
ENSMUST00000140652 ENSMUSG00000040387
ENSMUST00000108213 ENSMUSG00000040387
ENSMUST00000144062 ENSMUSG00000040387
ENSMUST00000084781 ENSMUSG00000040387
ENSMUST00000080460 ENSMUSG00000058251
ENSMUST00000102542 ENSMUSG00000057147
ENSMUST00000028640 ENSMUSG00000057147
ENSMUST00000055144 ENSMUSG00000057147
ENSMUST00000150447 ENSMUSG00000057147
ENSMUST00000138975 ENSMUSG00000057147
ENSMUST00000138106 ENSMUSG00000057147
ENSMUST00000066408 ENSMUSG00000053783
ENSMUST00000151218 ENSMUSG00000018906
ENSMUST00000093107 ENSMUSG00000018906
ENSMUST00000125651 ENSMUSG00000018906
ENSMUST00000019050 ENSMUSG00000018906
ENSMUST00000135596 ENSMUSG00000018906
ENSMUST00000174616 ENSMUSG00000018906
ENSMUST00000129499 ENSMUSG00000018906
ENSMUST00000126840 ENSMUSG00000018906
ENSMUST00000125132 ENSMUSG00000018906
ENSMUST00000135653 ENSMUSG00000018906
ENSMUST00000138477 ENSMUSG00000018906
ENSMUST00000141258 ENSMUSG00000018906
ENSMUST00000155299 ENSMUSG00000018906
ENSMUST00000142583 ENSMUSG00000018906
ENSMUST00000139315 ENSMUSG00000018906
ENSMUST00000045372 ENSMUSG00000038871
ENSMUST00000135743 ENSMUSG00000038871
ENSMUST00000138668 ENSMUSG00000038871
ENSMUST00000139067 ENSMUSG00000038871
ENSMUST00000149131 ENSMUSG00000038871
ENSMUST00000124057 ENSMUSG00000030562
ENSMUST00000124269 ENSMUSG00000030562
ENSMUST00000127138 ENSMUSG00000030562
ENSMUST00000136577 ENSMUSG00000030562
ENSMUST00000068829 ENSMUSG00000030562
ENSMUST00000032781 ENSMUSG00000030562
ENSMUST00000126887 ENSMUSG00000030562
ENSMUST00000144267 ENSMUSG00000030562
ENSMUST00000063414 ENSMUSG00000051864
ENSMUST00000072008 ENSMUSG00000057719
ENSMUST00000074679 ENSMUSG00000057719
ENSMUST00000132681 ENSMUSG00000057719
ENSMUST00000128066 ENSMUSG00000057719
ENSMUST00000072974 ENSMUSG00000094461
ENSMUST00000075258 ENSMUSG00000040543
ENSMUST00000134210 ENSMUSG00000040543
ENSMUST00000132781 ENSMUSG00000040543
ENSMUST00000142471 ENSMUSG00000040543
ENSMUST00000108508 ENSMUSG00000040543
ENSMUST00000161075 ENSMUSG00000026502
ENSMUST00000027783 ENSMUSG00000026502
ENSMUST00000159284 ENSMUSG00000026502
ENSMUST00000069568 ENSMUSG00000026502
ENSMUST00000074681 ENSMUSG00000096167
ENSMUST00000103236 ENSMUSG00000078771
ENSMUST00000154415 ENSMUSG00000078771
ENSMUST00000146611 ENSMUSG00000078771
ENSMUST00000133148 ENSMUSG00000078771
ENSMUST00000170799 ENSMUSG00000078771
ENSMUST00000028985 ENSMUSG00000027483
ENSMUST00000144665 ENSMUSG00000027483
ENSMUST00000140006 ENSMUSG00000027483
ENSMUST00000094018 ENSMUSG00000070366
ENSMUST00000054245 ENSMUSG00000020701
ENSMUST00000132477 ENSMUSG00000020701
ENSMUST00000092852 ENSMUSG00000020701
ENSMUST00000023477 ENSMUSG00000022789
ENSMUST00000096229 ENSMUSG00000022789
ENSMUST00000115749 ENSMUSG00000022789
ENSMUST00000048615 ENSMUSG00000021871
ENSMUST00000178092 ENSMUSG00000021871
ENSMUST00000094834 ENSMUSG00000070821
ENSMUST00000058092 ENSMUSG00000050276
ENSMUST00000138166 ENSMUSG00000022641
ENSMUST00000089404 ENSMUSG00000022641
ENSMUST00000066037 ENSMUSG00000022641
ENSMUST00000089399 ENSMUSG00000022641
ENSMUST00000114477 ENSMUSG00000022641
ENSMUST00000114488 ENSMUSG00000022641
ENSMUST00000130210 ENSMUSG00000022641
ENSMUST00000142818 ENSMUSG00000022641
ENSMUST00000131695 ENSMUSG00000022641
ENSMUST00000161459 ENSMUSG00000071350
ENSMUST00000159640 ENSMUSG00000071350
ENSMUST00000111253 ENSMUSG00000071350
ENSMUST00000160904 ENSMUSG00000071350
ENSMUST00000095775 ENSMUSG00000071350
ENSMUST00000035077 ENSMUSG00000032496
ENSMUST00000102622 ENSMUSG00000062793
ENSMUST00000061498 ENSMUSG00000049307
ENSMUST00000050867 ENSMUSG00000034889
ENSMUST00000098549 ENSMUSG00000074195
ENSMUST00000177754 ENSMUSG00000004099
ENSMUST00000004202 ENSMUSG00000004099
ENSMUST00000178110 ENSMUSG00000004099
ENSMUST00000072290 ENSMUSG00000096356
ENSMUST00000048471 ENSMUSG00000035258
ENSMUST00000096013 ENSMUSG00000035258
ENSMUST00000096012 ENSMUSG00000035258
ENSMUST00000171000 ENSMUSG00000035258
ENSMUST00000041364 ENSMUSG00000036693
ENSMUST00000152393 ENSMUSG00000036693
ENSMUST00000121598 ENSMUSG00000032079
ENSMUST00000034584 ENSMUSG00000032079
ENSMUST00000093866 ENSMUSG00000070311
ENSMUST00000152343 ENSMUSG00000079460
ENSMUST00000132037 ENSMUSG00000079460
ENSMUST00000164272 ENSMUSG00000079460
ENSMUST00000049863 ENSMUSG00000046020
ENSMUST00000170297 ENSMUSG00000046020
ENSMUST00000099191 ENSMUSG00000046020
ENSMUST00000099192 ENSMUSG00000046020
ENSMUST00000123158 ENSMUSG00000046020
ENSMUST00000109794 ENSMUSG00000046020
ENSMUST00000123487 ENSMUSG00000046020
ENSMUST00000152390 ENSMUSG00000046020
ENSMUST00000109701 ENSMUSG00000027593
ENSMUST00000129137 ENSMUSG00000027593
ENSMUST00000125872 ENSMUSG00000027593
ENSMUST00000029120 ENSMUSG00000027593
ENSMUST00000058089 ENSMUSG00000027593
ENSMUST00000140713 ENSMUSG00000027593
ENSMUST00000152038 ENSMUSG00000027593
ENSMUST00000145202 ENSMUSG00000027593
ENSMUST00000151578 ENSMUSG00000027593
ENSMUST00000116389 ENSMUSG00000027593
ENSMUST00000024916 ENSMUSG00000024107
ENSMUST00000075666 ENSMUSG00000058301
ENSMUST00000101552 ENSMUSG00000073173
ENSMUST00000114040 ENSMUSG00000052861
ENSMUST00000114038 ENSMUSG00000052861
ENSMUST00000064948 ENSMUSG00000052861
ENSMUST00000182381 ENSMUSG00000034219
ENSMUST00000182386 ENSMUSG00000034219
ENSMUST00000042266 ENSMUSG00000034219
ENSMUST00000023781 ENSMUSG00000063971
ENSMUST00000050328 ENSMUSG00000035150
ENSMUST00000113922 ENSMUSG00000035150
ENSMUST00000127963 ENSMUSG00000035150
ENSMUST00000168039 ENSMUSG00000032006
ENSMUST00000058692 ENSMUSG00000032006
ENSMUST00000094832 ENSMUSG00000070820
ENSMUST00000068641 ENSMUSG00000055200
ENSMUST00000100448 ENSMUSG00000075549
ENSMUST00000095063 ENSMUSG00000038544
ENSMUST00000107526 ENSMUSG00000038544
ENSMUST00000143756 ENSMUSG00000038544
ENSMUST00000128548 ENSMUSG00000038544
ENSMUST00000138097 ENSMUSG00000038544
ENSMUST00000173206 ENSMUSG00000007379
ENSMUST00000166143 ENSMUSG00000007379
ENSMUST00000172288 ENSMUSG00000007379
ENSMUST00000174060 ENSMUSG00000007379
ENSMUST00000173037 ENSMUSG00000007379
ENSMUST00000174486 ENSMUSG00000007379
ENSMUST00000022904 ENSMUSG00000022295
ENSMUST00000060494 ENSMUSG00000056350
ENSMUST00000155534 ENSMUSG00000037974
ENSMUST00000041924 ENSMUSG00000037974
ENSMUST00000163321 ENSMUSG00000037974
ENSMUST00000079859 ENSMUSG00000063177
ENSMUST00000025388 ENSMUSG00000024510
ENSMUST00000111067 ENSMUSG00000020593
ENSMUST00000067124 ENSMUSG00000020593
ENSMUST00000044911 ENSMUSG00000039615
ENSMUST00000059882 ENSMUSG00000054672
ENSMUST00000164583 ENSMUSG00000054672
ENSMUST00000093984 ENSMUSG00000054672
ENSMUST00000034843 ENSMUSG00000032293
ENSMUST00000020954 ENSMUSG00000020628
ENSMUST00000168129 ENSMUSG00000020628
ENSMUST00000170994 ENSMUSG00000020628
ENSMUST00000028071 ENSMUSG00000026739
ENSMUST00000132014 ENSMUSG00000026739
ENSMUST00000150834 ENSMUSG00000026739
ENSMUST00000156284 ENSMUSG00000026739
ENSMUST00000134734 ENSMUSG00000026739
ENSMUST00000147365 ENSMUSG00000026739
ENSMUST00000051929 ENSMUSG00000026739
ENSMUST00000118522 ENSMUSG00000022974
ENSMUST00000023698 ENSMUSG00000022974
ENSMUST00000150397 ENSMUSG00000022974
ENSMUST00000146281 ENSMUSG00000022974
ENSMUST00000145136 ENSMUSG00000022974
ENSMUST00000128922 ENSMUSG00000022974
ENSMUST00000124653 ENSMUSG00000022974
ENSMUST00000127002 ENSMUSG00000022974
ENSMUST00000030165 ENSMUSG00000028453
ENSMUST00000123332 ENSMUSG00000028453
ENSMUST00000148018 ENSMUSG00000028453
ENSMUST00000124645 ENSMUSG00000028453
ENSMUST00000127067 ENSMUSG00000028453
ENSMUST00000125570 ENSMUSG00000028453
ENSMUST00000134083 ENSMUSG00000028453
ENSMUST00000135362 ENSMUSG00000028453
ENSMUST00000133915 ENSMUSG00000028453
ENSMUST00000132273 ENSMUSG00000028453
ENSMUST00000139454 ENSMUSG00000099041
ENSMUST00000038749 ENSMUSG00000040935
ENSMUST00000130267 ENSMUSG00000040935
ENSMUST00000125046 ENSMUSG00000040935
ENSMUST00000067426 ENSMUSG00000037628
ENSMUST00000071917 ENSMUSG00000059547
ENSMUST00000096913 ENSMUSG00000095063
ENSMUST00000020278 ENSMUSG00000020081
ENSMUST00000139560 ENSMUSG00000028614
ENSMUST00000030357 ENSMUSG00000028614
ENSMUST00000149366 ENSMUSG00000028614
ENSMUST00000125342 ENSMUSG00000028614
ENSMUST00000150800 ENSMUSG00000028614
ENSMUST00000132950 ENSMUSG00000028614
ENSMUST00000053460 ENSMUSG00000051802
ENSMUST00000064099 ENSMUSG00000052296
ENSMUST00000192615 ENSMUSG00000032562
ENSMUST00000055704 ENSMUSG00000032562
ENSMUST00000193538 ENSMUSG00000032562
ENSMUST00000195231 ENSMUSG00000032562
ENSMUST00000193372 ENSMUSG00000032562
ENSMUST00000193394 ENSMUSG00000032562
ENSMUST00000193835 ENSMUSG00000032562
ENSMUST00000195762 ENSMUSG00000032562
ENSMUST00000192837 ENSMUSG00000032562
ENSMUST00000193876 ENSMUSG00000032562
ENSMUST00000065086 ENSMUSG00000052957
ENSMUST00000071522 ENSMUSG00000057913
ENSMUST00000063481 ENSMUSG00000073386
ENSMUST00000067689 ENSMUSG00000047888
ENSMUST00000063117 ENSMUSG00000021033
ENSMUST00000044106 ENSMUSG00000039067
ENSMUST00000172306 ENSMUSG00000053716
ENSMUST00000173051 ENSMUSG00000053716
ENSMUST00000173748 ENSMUSG00000053716
ENSMUST00000193878 ENSMUSG00000053716
ENSMUST00000025276 ENSMUSG00000024410
ENSMUST00000126523 ENSMUSG00000024410
ENSMUST00000127123 ENSMUSG00000024410
ENSMUST00000139151 ENSMUSG00000024410
ENSMUST00000155431 ENSMUSG00000024410
ENSMUST00000134046 ENSMUSG00000024410
ENSMUST00000138866 ENSMUSG00000024410
ENSMUST00000153233 ENSMUSG00000024410
ENSMUST00000134756 ENSMUSG00000024410
ENSMUST00000014221 ENSMUSG00000014077
ENSMUST00000119172 ENSMUSG00000014077
ENSMUST00000154406 ENSMUSG00000014077
ENSMUST00000132448 ENSMUSG00000014077
ENSMUST00000137585 ENSMUSG00000014077
ENSMUST00000163319 ENSMUSG00000038583
ENSMUST00000046221 ENSMUSG00000038583
ENSMUST00000005611 ENSMUSG00000005474
ENSMUST00000123941 ENSMUSG00000015942
ENSMUST00000016086 ENSMUSG00000015942
ENSMUST00000128842 ENSMUSG00000015942
ENSMUST00000135588 ENSMUSG00000015942
ENSMUST00000152587 ENSMUSG00000015942
ENSMUST00000009435 ENSMUSG00000009291
ENSMUST00000159116 ENSMUSG00000009291
ENSMUST00000161789 ENSMUSG00000009291
ENSMUST00000162429 ENSMUSG00000009291
ENSMUST00000162598 ENSMUSG00000009291
ENSMUST00000162943 ENSMUSG00000009291
ENSMUST00000161165 ENSMUSG00000009291
ENSMUST00000162895 ENSMUSG00000009291
ENSMUST00000167006 ENSMUSG00000009291
ENSMUST00000002989 ENSMUSG00000002910
ENSMUST00000110288 ENSMUSG00000053552
ENSMUST00000110286 ENSMUSG00000053552
ENSMUST00000134728 ENSMUSG00000053552
ENSMUST00000126740 ENSMUSG00000053552
ENSMUST00000140169 ENSMUSG00000053552
ENSMUST00000110287 ENSMUSG00000053552
ENSMUST00000031646 ENSMUSG00000029641
ENSMUST00000057950 ENSMUSG00000024565
ENSMUST00000078876 ENSMUSG00000096858
ENSMUST00000003079 ENSMUSG00000002997
ENSMUST00000036497 ENSMUSG00000002997
ENSMUST00000146865 ENSMUSG00000002997
ENSMUST00000076504 ENSMUSG00000094588
ENSMUST00000021888 ENSMUSG00000021439
ENSMUST00000144401 ENSMUSG00000021439
ENSMUST00000022913 ENSMUSG00000022303
ENSMUST00000098218 ENSMUSG00000073967
ENSMUST00000024792 ENSMUSG00000023993
ENSMUST00000038626 ENSMUSG00000035559
ENSMUST00000094593 ENSMUSG00000070677
ENSMUST00000087825 ENSMUSG00000067525
ENSMUST00000057167 ENSMUSG00000021490
ENSMUST00000122224 ENSMUSG00000070383
ENSMUST00000124927 ENSMUSG00000070383
ENSMUST00000057942 ENSMUSG00000047259
ENSMUST00000090811 ENSMUSG00000008226
ENSMUST00000112050 ENSMUSG00000008226
ENSMUST00000155019 ENSMUSG00000008226
ENSMUST00000154158 ENSMUSG00000008226
ENSMUST00000139926 ENSMUSG00000008226
ENSMUST00000123621 ENSMUSG00000008226
ENSMUST00000065330 ENSMUSG00000032316
ENSMUST00000072666 ENSMUSG00000046886
ENSMUST00000146030 ENSMUSG00000034958
ENSMUST00000047408 ENSMUSG00000034958
ENSMUST00000133555 ENSMUSG00000034958
ENSMUST00000095758 ENSMUSG00000071340
ENSMUST00000109741 ENSMUSG00000053693
ENSMUST00000153000 ENSMUSG00000053693
ENSMUST00000119820 ENSMUSG00000053693
ENSMUST00000138221 ENSMUSG00000053693
ENSMUST00000130923 ENSMUSG00000053693
ENSMUST00000128356 ENSMUSG00000053693
ENSMUST00000147765 ENSMUSG00000015522
ENSMUST00000102749 ENSMUSG00000015522
ENSMUST00000107161 ENSMUSG00000015522
ENSMUST00000107160 ENSMUSG00000015522
ENSMUST00000149051 ENSMUSG00000015522
ENSMUST00000156653 ENSMUSG00000015522
ENSMUST00000140060 ENSMUSG00000015522
ENSMUST00000136413 ENSMUSG00000015522
ENSMUST00000147094 ENSMUSG00000015522
ENSMUST00000090804 ENSMUSG00000015522
ENSMUST00000015666 ENSMUSG00000015522
ENSMUST00000073765 ENSMUSG00000063842
ENSMUST00000098639 ENSMUSG00000070709
ENSMUST00000129341 ENSMUSG00000070709
ENSMUST00000145674 ENSMUSG00000070709
ENSMUST00000138583 ENSMUSG00000070709
ENSMUST00000137668 ENSMUSG00000070709
ENSMUST00000152330 ENSMUSG00000070709
ENSMUST00000084315 ENSMUSG00000095218
ENSMUST00000186062 ENSMUSG00000099611
ENSMUST00000086639 ENSMUSG00000055471
ENSMUST00000047086 ENSMUSG00000041057
ENSMUST00000097398 ENSMUSG00000079707
ENSMUST00000040746 ENSMUSG00000079707
ENSMUST00000022727 ENSMUSG00000022130
ENSMUST00000063517 ENSMUSG00000051934
ENSMUST00000028241 ENSMUSG00000026880
ENSMUST00000084816 ENSMUSG00000066272
ENSMUST00000194411 ENSMUSG00000094325
ENSMUST00000177639 ENSMUSG00000094325
ENSMUST00000178342 ENSMUSG00000094802
ENSMUST00000178698 ENSMUSG00000094802
ENSMUST00000168003 ENSMUSG00000063415
ENSMUST00000077705 ENSMUSG00000063415
ENSMUST00000091986 ENSMUSG00000069421
ENSMUST00000044505 ENSMUSG00000004347
ENSMUST00000168944 ENSMUSG00000004347
ENSMUST00000170774 ENSMUSG00000004347
ENSMUST00000114327 ENSMUSG00000004347
ENSMUST00000166890 ENSMUSG00000004347
ENSMUST00000164752 ENSMUSG00000004347
ENSMUST00000166102 ENSMUSG00000004347
ENSMUST00000164037 ENSMUSG00000004347
ENSMUST00000112067 ENSMUSG00000029524
ENSMUST00000112066 ENSMUSG00000029524
ENSMUST00000154729 ENSMUSG00000029524
ENSMUST00000131121 ENSMUSG00000029524
ENSMUST00000148139 ENSMUSG00000029524
ENSMUST00000127479 ENSMUSG00000029524
ENSMUST00000080514 ENSMUSG00000062309
ENSMUST00000169399 ENSMUSG00000032215
ENSMUST00000034738 ENSMUSG00000032215
ENSMUST00000113505 ENSMUSG00000032215
ENSMUST00000165177 ENSMUSG00000032215
ENSMUST00000029405 ENSMUSG00000027823
ENSMUST00000108509 ENSMUSG00000078796
ENSMUST00000115609 ENSMUSG00000000326
ENSMUST00000000335 ENSMUSG00000000326
ENSMUST00000147720 ENSMUSG00000000326
ENSMUST00000165430 ENSMUSG00000000326
ENSMUST00000023069 ENSMUSG00000022434
ENSMUST00000027379 ENSMUSG00000026187
ENSMUST00000003870 ENSMUSG00000025025
ENSMUST00000025998 ENSMUSG00000025025
ENSMUST00000111737 ENSMUSG00000025025
ENSMUST00000049655 ENSMUSG00000046593
ENSMUST00000179526 ENSMUSG00000046593
ENSMUST00000041577 ENSMUSG00000037922
ENSMUST00000085939 ENSMUSG00000066705
ENSMUST00000110087 ENSMUSG00000037946
ENSMUST00000048716 ENSMUSG00000037946
ENSMUST00000110086 ENSMUSG00000037946
ENSMUST00000155638 ENSMUSG00000014313
ENSMUST00000014457 ENSMUSG00000014313
ENSMUST00000153512 ENSMUSG00000014313
ENSMUST00000127999 ENSMUSG00000014313
ENSMUST00000156915 ENSMUSG00000014313
ENSMUST00000167059 ENSMUSG00000023905
ENSMUST00000024698 ENSMUSG00000023905
ENSMUST00000179091 ENSMUSG00000096044
ENSMUST00000075632 ENSMUSG00000044937
ENSMUST00000061458 ENSMUSG00000044937
